roi,quantile,R0,car,ifr,ir,ar,waic,loo,lp__rhat
Afghanistan,0.025,2.425019329247548,0.12070715018922029,0.005023474919948768,0.003651965863695499,0.003665352615776937,515501.4088171751,192496.6672127167,
Afghanistan,0.25,2.8475290516397966,0.1501204091878862,0.006436651279441856,0.0045344639400276745,0.004555120701823505,954468.7895203867,236444.4082740857,
Afghanistan,0.5,3.115712296693996,0.16880615056245662,0.007379795555422388,0.005104461504604769,0.005130652921235646,1184795.458888317,259503.8365365996,
Afghanistan,0.75,3.4203681301083586,0.18945352659254766,0.008374975855224316,0.0057764812432022005,0.005810045382569084,1415122.1282562471,282563.26479911356,
Afghanistan,0.975,4.108791653196671,0.23645794791473884,0.01040831935812367,0.007387407273540712,0.007442390308887686,1854089.5089594587,326511.0058604825,
Afghanistan,max,5.48183542088177,0.3170082741592436,0.014171289133616888,0.009784820608930397,0.009881512978545719,,,
Afghanistan,mean,3.155684546753824,0.17115096709877223,0.007471278761155612,0.005210234839330483,0.005238453882774638,1184795.458888317,259503.8365365996,42.62038308427599
Afghanistan,min,1.9542236994069262,0.0890651169726895,0.003786116139657665,0.002790214629893229,0.002798022712766135,,,
Afghanistan,std,0.43388486749770505,0.032001112305603804,0.0013829400152769954,0.0009555789416941373,0.0009662321017059719,341482.83098589967,34187.959499473924,0.0
